8.416754,75.921057,21.635259,2
8.725890,63.813564,19.718734,2
0.000000,197.210213,19.045471,3
8.733333,143.636181,17.621141,2
1.747626,82.636672,12.209535,3
-6.541057,19.726047,9.215187,1
-2.937162,146.911825,2.796695,2
-0.000000,127.461258,14.401656,3
8.733333,14.768375,19.007228,2
8.733333,24.101633,6.041166,1
-7.870026,196.319242,18.483607,2
8.733333,99.359884,1.556615,2
8.646395,4.482731,8.333426,1
2.430914,10.766310,5.899728,2
8.562789,28.174760,3.364266,1
-8.669496,178.694862,13.881991,3
-0.000000,93.164015,6.960246,3
8.690040,112.171348,21.100461,2
6.422720,98.891269,10.970828,2
8.733333,13.557098,16.249387,2
-0.000000,179.529308,0.280625,2
0.000000,57.713062,13.317770,3
8.733333,53.809363,12.681929,3
8.733333,118.838835,17.762334,2
4.982862,95.175805,14.409297,3
5.854899,73.662208,19.321025,3
8.700974,131.122218,19.852204,1
-0.000000,187.640081,3.349123,2
4.748462,124.085037,4.236762,2
-6.274239,56.568018,17.401464,3
3.704673,41.036250,1.335512,2
-4.828968,87.826816,8.576198,2
-3.984177,5.450044,6.599249,2
0.000000,175.236867,16.151958,3
-4.333333,122.018449,2.292604,2
8.733333,40.718476,17.436661,2
5.728301,103.983365,17.220037,3
3.509007,10.764860,11.712749,2
8.552795,172.437486,5.573752,1
-4.346551,88.586933,1.561001,3
4.691008,109.601831,13.767673,3
4.833042,113.372166,0.542992,2
8.509907,136.078998,1.364935,1
7.387691,74.275716,2.851464,2
-4.352375,15.645742,9.913510,2
-0.000000,91.270145,14.791389,4
0.999438,9.568760,18.834438,3
4.726229,147.651398,10.965799,2
6.638480,7.600307,1.073259,1
8.617869,190.848865,6.904312,1
-4.130052,148.474467,14.115886,3
5.011175,187.489913,17.300506,2
4.747456,102.672797,6.361311,2
-4.339555,48.180960,10.953096,2
-4.401719,51.993056,18.005562,2
0.856096,151.794832,13.092822,3
8.733333,198.668553,11.801341,2
1.488913,71.341150,7.279209,3
4.666667,150.571568,9.057185,2
0.000000,22.009699,17.468137,3
8.646427,119.409046,7.550581,2
-4.410221,86.119040,10.177348,3
-0.000000,146.143603,8.092121,2
4.878965,52.235234,14.950554,3
8.654423,18.961536,12.491139,2
8.733333,90.192698,14.339091,3
3.408028,128.014902,10.804502,2
-4.408636,26.407763,8.766081,2
0.000000,90.564486,10.504653,3
-4.412917,130.439920,1.464928,2
8.678967,165.399666,9.042627,1
-5.426449,61.615382,21.320023,3
8.599018,80.472716,17.175863,3
-8.457627,176.846263,16.038394,3
8.733333,140.115902,16.844314,2
4.699808,48.374459,16.644778,3
-4.359020,151.966363,18.551947,2
-4.406177,58.185147,16.943451,3
-0.000000,55.487744,21.530540,3
1.245285,1.221561,2.449908,2
-0.000000,74.942228,8.713693,3
8.500816,87.386556,10.825334,2
2.229693,60.859694,5.678082,3
4.666667,58.172066,0.813257,2
8.733333,48.503262,21.436389,2
0.794381,187.336722,15.981372,3
8.595040,172.038048,3.255226,1
6.968751,79.445652,3.253680,2
3.332657,95.883821,15.506130,3
4.666667,112.999219,8.381857,2
-4.333333,97.923878,1.681052,2
-4.409025,53.962327,9.038488,2
4.666667,197.948028,3.145792,2
8.622435,36.735139,17.576243,2
8.655717,172.331345,20.465460,1
-4.373609,6.526514,0.103829,2
2.645752,66.391604,14.300893,3
-0.000000,149.749399,14.927714,3
0.000000,128.873292,5.579703,2
-0.000000,33.847593,18.549980,3
-4.339415,190.441020,6.467093,2
8.719198,108.654047,0.590928,2
3.119855,50.282695,2.052758,2
-0.000000,115.714462,17.553469,3
0.000000,183.095320,15.650858,3
4.667110,179.119305,17.234949,2
-5.393194,96.501323,13.726298,3
4.744786,88.547996,18.159140,3
5.396578,62.350990,0.770497,2
8.669639,11.062754,8.920449,1
-0.000000,150.758355,5.492713,2
-4.344878,26.389496,10.579731,2
-4.385618,71.184424,19.378461,3
8.733333,79.174193,6.175066,2
0.000000,177.104245,13.181135,3
8.733333,4.247910,0.576975,1
4.666667,168.816144,3.414371,2
8.733333,57.614129,18.346039,2
-4.333333,50.068577,4.287654,2
4.685234,97.675927,18.255337,3
-4.333333,145.807223,7.437647,2
8.733333,40.523219,14.764564,2
-4.401856,43.255241,1.152059,2
5.552935,195.266903,16.154799,2
8.447607,118.647158,10.988599,2
8.733333,60.880716,20.752599,2
-7.762508,193.540577,6.374993,1
4.778407,179.193966,8.284329,1
-4.415686,38.005095,2.502618,2
8.470195,0.359865,21.226716,1
-0.000000,142.352753,9.515254,2
8.733333,173.545358,1.860390,1
-4.349256,23.661582,15.766881,3
-4.713469,7.804595,11.149322,2
-6.491008,119.638905,7.217930,2
-8.731681,120.862701,16.577531,3
8.733333,103.286482,18.392128,3
3.294140,1.501481,5.581760,2
-0.000000,137.786673,11.757350,3
-4.576871,189.204075,9.573635,2
8.426321,174.707291,3.469491,1
4.682613,22.655291,13.210586,2
-0.000000,70.913868,20.623917,4
4.667353,48.387366,2.370689,2
4.773039,112.066662,19.799592,2
-8.698303,122.545422,12.110230,2
-4.395341,60.161818,9.401847,2
-4.421942,159.628343,3.352378,2
0.000000,159.128325,5.446012,2
-4.397278,156.218453,9.842113,2
4.733943,70.219686,11.721236,3
-8.723702,10.859471,7.802325,1
8.733333,141.740923,17.008526,2
8.733333,198.585688,19.396985,2
4.666667,32.495297,16.150026,2
4.443272,22.713268,8.941509,2
-0.000000,182.575085,13.291932,3
8.733333,96.331396,14.104311,3
0.000000,170.361190,2.804270,2
-4.333333,161.982761,10.916224,2
8.631714,37.351909,6.830326,1
4.807981,49.439971,12.728638,3
-8.465044,10.837768,20.759397,1
-0.000000,121.792291,9.392671,3
-8.656889,155.446486,0.728826,1
-4.333333,102.212818,20.447545,3
8.733333,5.550018,20.349610,1
8.733333,198.077056,7.882752,1
4.666667,100.187985,5.719761,2
-8.712788,66.399497,17.310912,3
-4.390138,34.776628,11.254809,2
4.712156,125.127279,12.375597,2
8.733333,115.026967,15.065463,3
-4.333333,150.197077,2.032725,2
0.000000,30.703760,19.196737,3
-5.287506,71.357439,20.744633,3
4.733317,28.790160,2.125073,1
4.650340,170.121531,18.609415,2
4.729755,67.573948,20.006704,3
4.686898,55.039299,0.249505,2
4.675953,1.202195,11.521019,2
1.986337,160.382394,14.307596,3
8.691939,99.481657,8.473198,2
-4.353895,107.568568,14.284645,3
3.917318,174.182505,16.782777,2
-4.432139,144.568714,12.665092,2
4.788694,133.617186,13.902221,2
-0.000000,35.765558,6.120488,2
5.730405,110.099071,18.476401,2
-8.646687,191.975016,9.390369,1
8.733333,119.204334,13.895692,3
8.591082,161.714142,18.336274,2
4.666667,196.906471,5.944080,2
-0.000000,177.184890,8.817616,2
-0.000000,42.767401,12.193601,3
2.783609,6.926012,9.765038,2
4.666667,90.224758,1.988451,2
4.666667,2.758911,16.376389,2
8.622516,94.742150,0.717540,2
7.138067,190.239418,9.454336,1
4.722442,49.790456,0.819770,2
4.842267,77.284560,21.467551,3
8.733333,86.286675,11.491478,3
-0.000000,166.177297,20.011860,2
4.702901,164.929364,8.431454,1
8.733333,90.599722,19.457949,2
8.733333,76.112034,5.610387,2
-0.000000,185.173709,19.999097,2
4.637416,148.168725,19.680330,2
3.652608,147.526615,8.767378,2
-4.367224,189.383200,13.750440,3
2.399230,102.019941,12.487140,3
-0.000000,158.375837,19.679261,2
